Gene1,Gene2,connected_driver_gene,gene_type,confidence
TPP1,POTE1,,3,0.91
IPYR2,ACS2L,,3,0.83
PE2R3,CA112,,3,0.83
SIR4,SNX3,,3,0.82
L2HDH,INVO,,3,0.83
PSME3,CHD8,,3,0.83
NUDT6,UBCP1,,3,0.83
EXOS3,AF9,,3,0.83
PE2R3,IPO9,,3,0.83
DNS2B,T132A,,3,0.83
SPC25,CL043,,3,0.82
SUSD3,TYPH,,3,0.83
CR001,PRP16,,3,0.83
FOXS1,ACOX1,,3,0.83
VASP,EVL,,3,0.89
CN101,CP2CI,,3,0.83
ZN414,ANGE1,,3,0.83
MCL1,TRI11,,3,0.87
DNS2B,YTHD1,,3,0.83
PNKD,TSC2,TSC2,2,0.82
CAH8,ALBU,,3,0.83
RM28,RM02,,3,0.83
TSSC1,TCPW,,3,0.83
SKAP1,TTF2,,3,0.83
RM28,RM04,,3,0.83
GILT,TTC31,,3,0.83
NDUS3,CPT2,,3,0.82
CC50A,GRM1A,,3,0.83
RM04,RT30,,3,0.83
COMD4,COMD8,,3,0.87
CMTD1,PUR8,,3,0.82
MARE2,MARE1,,3,0.9
RBM4B,STAU1,,0,0.83
PTH1R,S47A1,,0,0.82
RM37,RM55,,3,0.83
TSSC4,SMD2,,3,0.83
UBXN6,UBX2A,,3,0.87
NPM,GLYR1,,3,0.83
SG196,TYW1B,,3,0.82
ALKB3,ASCC1,,3,0.83
ASB8,NPAT,,3,0.82
MPI,TGM1,,3,0.83
SEC13,ACY1,,0,0.83
AAK1,AP2B1,,3,0.87
TMM 25,TBB8,,3,0.83
CD20B,HMOX1,,3,0.82
RL8,"RRMJ3,SPB1",,3,0.83
PPR3C,PPR3D,,3,0.83
GRAP2,TRI68,,3,0.83
CQ105,CYTM,,3,0.82
RN126,SKP2,SKP2,2,0.83
RAB17,MOCS1,,3,0.83
T185A,CCYL1,,3,0.83
ROA1,SYYM,,3,0.83
AT7L3,TAF9B,,3,0.83
TMM 92,HBB,,3,0.83
WDR83,SHKB1,,3,0.83
AT1B3,ITB5,,3,0.82
MCM7,PSF2,,3,0.83
RNF26,ZN143,,3,0.83
CCNJL,ARHG1,,0,0.82
EHF,KPRP,,3,0.83
AT1B3,ITA7,,3,0.83
RBM24,SPB5,,3,0.83
TCAL1,TYDP2,,3,0.83
PR40A,TERF2,,3,0.83
RBM24,SPB13,,3,0.83
OD3L2,NMT2,,3,0.83
MCM7,VPS29,,3,0.83
RBM7,HTSF1,,3,0.83
CDKL5,KLH20,,3,0.82
CGAT1,AT2B3,,3,0.83
ROA1,RT07,,3,0.83
CSPP1,PCM1,PCM1,2,0.87
MED4,HAUS1,,3,0.82
NDUA8,NDUV3,,3,0.83
VTI1B,ACINU,,3,0.83
WWP2,AMOL1,,3,0.83
NDUA8,NDUS6,,3,0.87
NDUA8,NDUV1,,3,0.87
NDUA8,NDUS4,,3,0.87
PP2BA,JUN,JUN,2,0.85
NDUA8,NDUS2,,3,0.82
H11,NOG2,,3,0.83
NDUA8,NDUV2,,3,0.83
NDUA8,NDUS8,,3,0.87
CD244,MTX3,,3,0.83
AURKA,OSBL3,,1,0.83
DSN1,BRE1B,,3,0.83
SACA1,PLD1,,3,0.83
RS8,RM03,,3,0.83
ORC6,LHX4,,3,0.83
FAF2,PEX19,,3,0.83
NUFP1,STX1A,,3,0.83
KPSH2,HS905,,3,0.83
ZN645,ZC3HD,,3,0.83
SODM,UBR2,,3,0.83
TGFR2,AVR2B,,3,0.83
BASI,HS12A,,3,0.82
MCEM1,JOS2,,3,0.83
RBSK,NSF,,3,0.83
HECA2,NAT14,,3,0.83
CP1A1,LETM1,,3,0.83
WBP1,KCIP2,,3,0.83
FHL3,SENP6,,3,0.82
NDUA8,NDUS1,,3,0.87
NDUA8,NDUC2,,3,0.83
NDUA8,NDUB5,,3,0.83
NDUA8,NDUB9,,3,0.87
NDUA8,NDUB8,,3,0.83
NDUA8,NDUB7,,3,0.83
NDUA8,NDUB6,,3,0.83
S39A4,ABCD1,,3,0.83
NDUA8,NDUB1,,3,0.83
NDUA8,NDUB3,,3,0.83
NDUA8,NDUA7,,3,0.83
NDUA8,NDUA9,,3,0.83
EPN3,ARI1,,3,0.83
MRM1,CUL2,,3,0.82
MK67I,NPM,,3,0.83
NYX,EMB,,3,0.83
NUFP1,STXB1,,3,0.83
RAB9B,CBPA4,,3,0.83
AKA28,EFCB7,,3,0.83
ADA,POTEF,,3,0.83
TSSC4,RBM22,,3,0.83
ILF2,GLYR1,,0,0.82
RBTN1,ZBT43,,3,0.83
MB211,AMY1,,3,0.82
MB211,AMY1,,3,0.82
MB211,AMY1,,3,0.82
TMM 51,S39AB,,3,0.83
TSP3,SMG8,,3,0.83
NFYA,IRGQ,,3,0.83
RIMKA,CBWD3,,3,0.83
FHL3,SLIRP,,3,0.82
NAPSA,GRN,,0,0.83
TBAL3,TCPZ,,3,0.83
TSP3,PAPD1,,3,0.83
TRA2A,PPIG,,3,0.83
RN126,"KLDC5,KLH42",,3,0.83
KBL,MCCA,,3,0.83
RL13,TBA8,,3,0.82
SGOL2,LYPA2,,3,0.83
SEP12,PDS5B,,3,0.83
TSSC4,P4R3A,,3,0.82
CEA21,PDXL2,,3,0.83
T10IP,CUL2,,3,0.82
SRGP3,ACAD8,,3,0.83
RBMX,PEO1,,3,0.83
PORIM,WDFY1,,3,0.83
SGF29,DTNA,,0,0.83
FAHD1,PNPT1,,3,0.83
SGF29,DTNB,,0,0.83
ZACN,CXG1,,0,0.82
STX19,TBK1,,0,0.83
DNJB4,DNJB1,,3,0.94
GATL3,GATL3,,3,0.83
TNR3,HOIL1,,3,0.83
ZNT5,ZNT6,,3,0.83
MRM1,LYRM7,,3,0.82
NADL2,IGSF3,,3,0.83
LANC1,A16A1,,3,0.83
CD244,HEAT6,,3,0.82
PSME3,Z324A,,3,0.83
PSME3,FBX7,,3,0.82
CQ101,CALX,,3,0.85
CASQ2,E41LB,,3,0.83
MRM1,CGBP1,,3,0.89
DHC24,ERAP1,,3,0.83
NCK2,GIT2,,3,0.89
RM28,RM15,,3,0.87
CAH10,C1TC,,3,0.82
RS8,RM44,,3,0.83
TCAL1,TRI25,,3,0.83
SSFA2,SGF29,,3,0.83
KCIP4,PROL4,,3,0.82
EAF1,TAF1D,,3,0.83
CSK 21.00,"K0494,EFC14",,3,0.84
TMM 92,POMT1,,3,0.83
NUFP1,SYN1,,3,0.83
NUFP1,SYT1,,3,0.83
NUFP1,SYPH,,3,0.83
SPIT2,AT12A,,3,0.83
TA2R7,GNAQ,GNAQ,2,0.82
PSB1,TRI27,,3,0.83
SPIT2,AT2A3,,3,0.83
RS8,RM01,,3,0.83
GBRE,MIA3,,3,0.83
PLAC1,TRRAP,TRRAP,2,0.83
EVI2A,FGFR1,FGFR1,2,0.82
AL8A1,RUSD2,,3,0.83
POPD1,RN123,,3,0.82
NPM,NOC2L,,3,0.83
RL8,GLYR1,,3,0.83
NPM,RL1D1,,3,0.83
HRSL5,VCIP1,,3,0.83
SCAR3,GRM1C,,3,0.83
ZBT38,TRI26,,3,0.83
SEP12,SEPT8,,3,0.83
TSN17,F210B,,3,0.83
ESR1,VIGLN,,1,0.84
VSIG2,COG3,,3,0.83
THAP8,LASP1,LASP1,2,0.82
LCN15,ALKB2,,3,0.83
FHL3,WNK1,,3,0.83
TOR3A,GRP78,,3,0.83
NCK2,K1522,,3,0.83
CF072,H6ST2,,3,0.83
PPIE,SNW1,,3,0.83
ANM2,FHOD1,,3,0.83
BODG,ITPR2,,3,0.83
P33MX,CARM1,,3,0.83
AURKA,OSBL6,,1,0.83
BODG,ITPR3,,3,0.83
P5CR1,P5CR2,,3,0.94
NDUA8,NU5M,,3,0.83
RM47,"RMTL1,MRM3",,3,0.83
AP2M1,APC,APC,2,0.83
NDUA8,NU4M,,3,0.83
GILT,CT094,,3,0.83
NDUA8,NU1M,,3,0.83
RTN4,TMM 43,,3,0.83
OR5F1,NDK8,,3,0.83
ZC3H3,RM19,,0,0.83
PSME3,THA11,,3,0.83
VSIG2,SAAL1,,3,0.83
CLK2,SRRM1,,3,0.87
CAH8,CYTM,,3,0.82
CRYAB,CC85C,,3,0.83
PPR21,QORL1,,3,0.82
AGTR1,TMM 11,,3,0.82
LUC7L,CHCH9,,3,0.82
TACC1,FBW1A,,3,0.87
VSIG4,CD029,,0,0.82
RT30,RM17,,3,0.83
TSN17,AT2A3,,3,0.83
CNOT7,CB029,,3,0.87
RASF7,PICK1,,3,0.83
ENDOV,T22D3,,3,0.82
EGFR,ARRB2,,1,0.87
EGFR,ARRB1,,1,0.89
HXC4,ANR17,,3,0.83
CQ090,EFTS,,3,0.82
REL,TSR3,,1,0.83
HDAC7,ADNP,,3,0.83
FOSL2,RUFY1,,3,0.83
TCL1B,MED1,,3,0.83
RRFM,MMAB,,3,0.87
FOSL2,FBX11,,3,0.83
TRA2A,U3IP2,,3,0.83
SSBP4,SAP3,,3,0.83
PEX19,AT132,,3,0.83
CASQ2,SENP5,,3,0.83
TNR3,ARHGI,,3,0.83
T10IP,NAA10,,3,0.83
TUFT1,ATF1,ATF1,2,0.83
TSSK1,HSP7C,,3,0.83
ROA1,DUS11,,3,0.83
FGL1,NDUS6,,3,0.83
CRHBP,CCNB2,,3,0.83
KPTN,DPH1,,3,0.83
IDS,PPT2,,3,0.83
LPPR2,TTC5,,3,0.83
ELMD1,PKP3,,3,0.82
UD110,MANEA,,3,0.82
YETS4,EPC2,,3,0.83
CQ101,DNJB9,,3,0.83
NDEL1,K1C40,,0,0.82
OLFM4,DEFM,,1,0.82
ZC4H2,RN220,,3,0.83
U119A,RSPRY,,3,0.83
TSSK1,HSP72,,3,0.82
CRHBP,PHLB3,,3,0.83
CJ055,XPF,,3,0.83
CCD84,SART3,,3,0.82
MK14,HXB9,,3,0.83
PAIP1,ZCHC3,,3,0.83
MK14,HXB6,,3,0.83
GBRE,ALG9,,3,0.83
MK14,HXA10,,3,0.83
PSME3,CSR2B,,3,0.83
CCNI2,LAR1B,,3,0.83
CCD43,SCML1,,3,0.83
ITLN1,GRP78,,3,0.83
CC146,RAB3I,,3,0.83
ZC4H2,AGGF1,,3,0.83
S39A4,ADCY6,,3,0.83
KIRR2,MANBA,,3,0.83
ZN597,SMC5,,3,0.83
BUB3,ZC3H1,,3,0.83
HOME1,HOME2,,3,0.92
PLK2,"RBEL1,RABL6",,3,0.82
PPR1A,JMY,,3,0.83
DHRS2,HBB,,3,0.82
RM47,RM20,,3,0.83
WWP2,AMOT,,3,0.83
DOK4,CWC22,,3,0.83
UPAR,CHSS1,,3,0.83
DOK4,MIER1,,3,0.82
AP2M1,RGPA1,,3,0.83
"ZN187,ZSC26",TRI11,,3,0.83
C4BPB,ORNT1,,3,0.83
RM04,FAKD2,,3,0.87
FOS,CREB5,,3,0.87
CP1A1,HPCL4,,3,0.83
TM2D3,SPCS1,,3,0.82
RL14,ZN512,,3,0.83
TMEDA,TMED3,,3,0.87
SRPRB,"MOSC1,MARC1",,3,0.83
COASY,DUS14,,3,0.82
SEGN,STX4,,3,0.83
RDM1,PI4KB,,3,0.83
CD003,DEGS1,,3,0.87
KCD17,REPI1,,3,0.83
NSL1,SPRR3,,3,0.83
MAGA1,SPAG1,,3,0.83
PI51A,TGBR3,,3,0.82
APLF,XPC,XPC,0,0.83
GNAI2,ADR1,,3,0.83
EDA,VMA21,,3,0.83
BSCL2,CHPT1,,3,0.83
CTBP1,DYR1A,,3,0.82
SKAP1,SETD5,,3,0.83
NDUA8,NDUA1,,3,0.83
NDUA8,NDUA3,,3,0.87
GILT,UBP46,,3,0.83
IFT81,NDC80,,3,0.87
DD19A,DD19B,,3,0.83
KLK8,RB39B,,3,0.83
ZSC20,H2A1,,3,0.83
ZSC20,H2A1,,3,0.83
ZSC20,H2A1,,3,0.83
ZSC20,H2A1,,3,0.83
ZSC20,H2A1,,3,0.83
MLF 1.00,CK5P2,,3,0.83
DJC30,NDUA7,,3,0.83
FA53C,FNTB,,3,0.83
MI4GD,KLK3,KLK3,2,0.83
MB3L1,ZN423,,3,0.83
PRAP1,CD48,,1,0.83
PTK6,TCPQ,,1,0.82
DJC30,NDUV3,,3,0.83
H2B1A,H2A1,,3,0.83
H2B1A,H2A1,,3,0.83
H2B1A,H2A1,,3,0.83
H2B1A,H2A1,,3,0.83
H2B1A,H2A1,,3,0.83
CASP1,KIF3A,,3,0.83
PSB9,PSME4,,3,0.83
KLH20,KLH26,,3,0.83
EDA,LNP,,3,0.83
EGFR,AKT1,,1,0.89
PP1G,UXT,,3,0.88
RL8,NOP2,,3,0.83
U2AFM,TRPM3,,3,0.83
NADC,ZMYM6,,3,0.83
GCFC2,U520,,0,0.83
TTP,DCP1B,,3,0.82
RHG25,MSTO1,,3,0.83
FA43A,WAP53,,3,0.83
CDK1,CDK3,,3,0.83
TRPV5,ATF1,ATF1,2,0.83
ARP 6.00,DMAP1,,3,0.83
CDK1,CDN1C,,3,0.83
MAGA4,TSYL1,,3,0.87
PHYIP,TRIP6,,3,0.83
MLF 1.00,GRDN,,3,0.83
AFF4,HEXI1,,1,0.83
ACHA9,PBIP1,,3,0.83
CEA21,CDON,,3,0.83
K1967,KCAB2,,3,0.83
DD19B,HUTH,,3,0.82
IFT57,IF172,,3,0.88
ZSC20,ZSC23,,3,0.83
TCAL1,UBP4,,3,0.83
T185A,CPNE8,,3,0.83
GGPPS,F120A,,3,0.83
FLOT2,TMM 79,,3,0.83
ILF2,IMP4,,0,0.82
WBP2L,OTUD4,,3,0.83
MEIS2,PIGL,,3,0.83
CI041,NUPL2,,3,0.83
CP1A1,CAB39,,3,0.82
NCK2,ARHG6,,3,0.89
TECT3,SPA12,,3,0.82
IER2,RGPD8,,0,0.83
IFT57,RABE2,,3,0.83
TMED3,CCPG1,,0,0.83
NDUA8,ACAD9,,3,0.82
IFT57,MIPT3,,3,0.87
MK14,HXC9,,3,0.83
MB211,MEIS2,,3,0.83
MB211,MEIS1,,3,0.83
TNR3,ZC3H3,,3,0.83
RL10A,H2B2F,,3,0.83
TM2D3,MTFP1,,3,0.82
KLH20,ALR,,3,0.83
FX4L6,LRP1B,LRP1B,2,0.83
IDS,ATS 2.00,,3,0.83
AR6P4,JMJD6,,3,0.83
ZNRF1,NCEH1,,3,0.82
CA186,TMTC4,,3,0.83
CA186,PXDC2,,3,0.83
IDS,P3H3,,3,0.83
HMOX1,CGT,,3,0.83
MEOX1,CHM1A,,3,0.83
C1QT2,T2FA,,3,0.83
MK67I,LARP1,,3,0.82
MBD5,ERF1,,3,0.82
RFPLB,TAB2,,3,0.83
MK67I,RRP8,,3,0.87
RFPLB,SATB2,,3,0.83
PTK6,TCPD,,1,0.82
SACA1,MP2K7,,3,0.83
SNIP1,CCDC9,,3,0.83
GBRE,ERMP1,,3,0.83
CNDP1,CX7A2,,3,0.82
NADL2,"IRK8,KCNJ8",,3,0.83
LPPR2,SC24D,,3,0.82
RBMS3,RM40,,3,0.82
RAB31,PGTA,,3,0.83
RAB31,PGTB2,,3,0.83
MK67I,NOG1,,3,0.87
MCLN3,PGAP1,,3,0.82
CLC11,FA83B,,3,0.83
CGRF1,AT2A3,,3,0.83
RFPL3,RFPL2,,3,0.83
BIRC2,NTAQ1,,3,0.87
SLAF7,TBC23,,3,0.83
FGL1,PTN23,,3,0.83
FGL1,NPS3A,,3,0.83
FAF2,MCM9,,3,0.82
S39A4,HACD2,,3,0.83
RM04,MAEA,,3,0.83
RM37,RM46,,3,0.83
DD19B,DRA,,3,0.82
NAAA,FUT11,,3,0.83
CGAT1,ZNT1,,3,0.83
DHB8,MOCOS,,3,0.83
LST8,MELK,,3,0.82
RHG25,UBA6,,3,0.83
ZNT6,CYTSA,,3,0.82
ACHA9,SNX14,,3,0.83
ANM6,TFCP2,,3,0.83
ZACN,POMT1,,0,0.82
CL18A,DNJB9,,3,0.83
WDR37,SETD2,SETD2,2,0.82
TPM1,JUND,,3,0.88
A4GCT,IMPA2,,3,0.82
LYPD3,ORC5,,3,0.83
SETD3,SNX3,,3,0.82
IFT57,"TTC26,IFT56",,3,0.83
ZC3H3,DDX21,,0,0.83
TTLL1,VCIP1,,3,0.82
SURF2,LN28B,,3,0.82
SACA4,GRN,,3,0.83
TNR3,TNIK,,3,0.83
RFPLB,MGAP,,3,0.82
CJ085,GATB,,3,0.83
TEKT2,MMAB,,3,0.82
EGFR,A4,,1,0.87
NOL12,DDX54,,0,0.83
XPA,Z518A,,1,0.82
MK67I,PESC,,3,0.82
VTI1B,VAMP3,,3,0.84
NTAN1,RIPK1,,3,0.83
RBBP7,SMCA5,,3,0.83
ESR1,RPB9,,1,0.83
ARC1A,CND3,,3,0.83
TF2H3,T2H2L,,3,0.89
TF2H3,T2H2L,,3,0.89
T2H2L,TF2H1,,3,0.87
T2H2L,TF2H1,,3,0.87
T2H2L,TF2H4,,3,0.87
T2H2L,TF2H4,,3,0.87
SIRPG,TRFL,,3,0.82
TIRAP,DHYS,,3,0.83
2ABG,ZN746,,3,0.83
KPSH2,U119A,,3,0.83
MAD 1.00,SDS3,,3,0.83
SGOL2,PKP3,,3,0.83
S39A4,AT2B4,,3,0.83
DD19B,RNAS7,,3,0.82
VTI1B,CASC3,,3,0.82
VP26B,CU002,,3,0.83
TRPV5,CREB1,CREB1,2,0.82
BYST,CN021,,3,0.83
IDS,SUMF1,,3,0.83
RHOD,PLXB2,,3,0.83
CAH8,ECM1,,3,0.82
PE2R3,PR15B,,3,0.83
KLH20,MA7D2,,3,0.83
ZRAB2,RL26L,,3,0.83
AGTR1,TSN15,,3,0.82
RS2,CP088,,3,0.83
SIAE,CHSS3,,3,0.82
MARE1,BPAEB,,3,0.85
CD27,CD59,,3,0.82
F134C,TSN15,,3,0.83
DD19B,HPT,,3,0.82
T2H2L,GALC,,3,0.83
T2H2L,GALC,,3,0.83
LHX6,SALL2,,3,0.82
NEUR2,ALKB3,,3,0.83
ZN212,ZN783,,3,0.86
ITM2B,B4GN1,,3,0.83
ANM6,KIRR1,,3,0.83
FNDC4,SAFB2,,3,0.82
FGL1,AFAD,,3,0.83
GBRE,GP1BB,,3,0.83
SP17,MYL6B,,3,0.87
LUC7L,PININ,,3,0.83
AR6P6,BLVRB,,3,0.82
DD19B,HMOX1,,3,0.82
SIAE,ARSK,,3,0.82
CCD84,PRPF3,,3,0.83
CDK13,SPSB3,,3,0.83
GRAM3,TXLNA,,3,0.83
ARFP2,CEP63,,3,0.82
CF072,PTPRS,,3,0.83
MAGA1,FXL18,,3,0.83
CA063,C1QBP,,3,0.83
RBBP7,EED,EED,2,0.87
CUL4B,SP130,,3,0.82
DEFI6,F175B,,3,0.83
LIPH,CLN5,,3,0.82
RBM24,EVPL,,3,0.83
GRN,DCP1B,,3,0.83
THIK,MTDC,,3,0.82
ZFP41,AGRIN,,0,0.82
LPPR1,LPPR3,,3,0.83
IL17,LONP2,,3,0.83
TSSC4,EAPP,,3,0.83
CSK 21.00,KDM1A,,3,0.81
TNR3,TIGD5,,3,0.82
H2B1A,CP087,,3,0.83
LEG8,SPP2A,,3,0.83
GLRA2,NUP53,,3,0.83
RL13,RM48,,3,0.83
NADC,PRC2C,,3,0.83
WDR83,FRM4A,,3,0.83
LPAR1,F134C,,3,0.83
EGFR,ACTN4,,1,0.89
AA3R,IPO9,,3,0.82
SACA1,RA51C,,3,0.83
FCAR,EFR3B,,3,0.83
TTC29,SPT6H,,3,0.83
SGOL2,DUS14,,3,0.83
RSPO1,LACRT,,3,0.83
C4BPB,DCTN6,,3,0.83
SACA1,DCP2,,3,0.83
RBBP6,CPSF1,,3,0.82
ANM8,HNRL2,,3,0.83
TADA1,KAT2B,,0,0.83
MDFI,ZFY26,,3,0.83
ARAF,DDX5,DDX5,2,0.82
GCFC2,UBR2,,0,0.83
RL14,BUD13,,3,0.83
ETV5,UB2E3,,1,0.82
GSTM3,PLSI,,3,0.83
EGFR,TNR1A,,1,0.87
MESP2,TFE2,,3,0.83
MESP2,ITF2,,3,0.83
REQU,BCL7A,,3,0.83
MESP2,HTF4,,3,0.83
CCNA2,TBCD4,,0,0.83
MAGA1,MAGB6,,3,0.83
PVRL3,MAK,,3,0.83
CEL2B,RAD50,,3,0.83
CMTD1,CCNT1,,3,0.83
VSIG4,PKN3,,0,0.83
EFNB2,EPHA5,,3,0.83
F1892,S26A2,,3,0.83
DLK1,PTH2,,3,0.82
CASP1,KIF11,,3,0.83
FBRL,NP1L2,,3,0.83
FBRL,NP1L3,,3,0.83
PD1L1,S39AB,,3,0.83
GATD1,SIN3B,,0,0.83
RL10A,RL36L,,3,0.83
KI2S2,LTN1,,3,0.82
SYNE4,GOLI4,,3,0.83
PRCM,AL7A1,,3,0.82
DHRS9,TTYH3,,3,0.83
ERBB3,DEFM,,1,0.82
TSN5,LCLT1,,3,0.83
ATF6B,LYRM7,,3,0.83
PE2R3,SAAL1,,3,0.83
RM43,RM44,,3,0.83
TSN5,"RRMJ2,MRM2",,3,0.83
FBW1B,ZIC2,,3,0.83
SSXT,ACL6B,,3,0.83
IFNA2,IFNA5,,3,0.83
KCIP1,KCND3,,3,0.84
TM171,ORC5,,3,0.83
IFNA2,IFIT3,,3,0.83
PRS7,MTMR1,,3,0.83
ABLM1,SPCS,,3,0.83
NXPH2,MADD,,3,0.83
APBB2,GDS1,,3,0.83
LEG9C,ATG9A,,3,0.83
TRI49,SKP2,SKP2,2,0.83
TRI49,SKP2,SKP2,2,0.83
ILF2,F120A,,0,0.83
ACTY,TCPB,,3,0.87
NDUAA,ACD10,,3,0.83
THAP1,G3PT,,3,0.83
FAF2,INT7,,3,0.83
ROGDI,DMXL1,,3,0.83
"CXCR7,ACKR3",ATPO,,3,0.83
KNG1,VHL,VHL,2,0.83
GOGA4,UBR7,,3,0.82
KRT38,CC146,,3,0.84
FKBP6,MYPT1,,3,0.83
CASQ2,KLH11,,3,0.83
TAZ,SUMF1,,3,0.83
FKBP6,MYPT2,,3,0.83
"CXCR7,ACKR3",ATPB,,3,0.83
RSRC1,SNR40,,3,0.83
CDK1,GEMI,,3,0.82
SMYD3,KDM3B,,3,0.82
BMAL1,CRY2,,3,0.82
H11,ELAV2,,3,0.83
DQB2,ATE1,,3,0.83
WRP73,RCD1,,3,0.82
CATL2,CATL1,,3,0.83
PNKD,"ANM10,ANM9",,3,0.83
ANM6,ENAH,,3,0.83
MBNL2,ACOX1,,0,0.83
WNT4,WLS,,3,0.83
DHC24,AT12A,,3,0.83
DCX,NMNA3,,3,0.83
K1H1,TXLNA,,3,0.83
PRR11,REXO4,,3,0.83
CBY1,F92A1,,0,0.83
PEX19,CHST7,,3,0.83
BMAL1,CSK2B,,3,0.82
SCND1,PGBD1,,3,0.87
H2B1A,XPC,XPC,2,0.83
SURF2,HEXI1,,3,0.83
GMPPB,PRUNE,,3,0.83
H2B1A,XRCC1,XRCC1,2,0.82
"K1737,CIPC",ZMYM4,,3,0.83
PNKD,EXOC7,,3,0.82
CK065,UBE2T,,3,0.83
SUV92,EHMT2,,3,0.83
SETB1,ACOT9,,3,0.82
SGF29,WDR37,,0,0.83
ZDHC7,TM186,,3,0.83
PRS6A,LIN54,,3,0.83
LEG9,LFA3,,3,0.83
LEG9,CD63,,3,0.83
LEG9,CD47,,3,0.87
UPAR,GALNS,,3,0.83
ENPP6,S26A6,,3,0.83
PP1A,SHOC2,,3,0.83
MMP3,PTPRS,,3,0.83
LEG9,LAMB1,,3,0.83
LEG9,LAMA4,,3,0.83
FNTB,ENPP1,,3,0.83
CDK4,ALR,,1,0.83
FA98A,CN166,,3,0.9
ACTY,TCPH,,3,0.83
P20L1,MTA2,,3,0.82
LEG9,LEG3,,3,0.83
BORG5,RHOJ,,3,0.82
TSN5,PIEZ1,,3,0.83
ESR1,TOPB1,,1,0.84
FGL1,TPA,,3,0.83
C4BPB,VPS52,,3,0.83
SUV92,CBX1,,3,0.83
SACA1,TROP,,3,0.83
1B07,F91A1,,3,0.83
TPST1,ACTB,,3,0.82
TSN17,HYEP,,3,0.83
SCAR3,SAAL1,,3,0.83
HXB5,PALM,,3,0.82
K1967,TBA1A,,3,0.82
TFG,DUS14,,1,0.83
OLFM4,DYRL1,,1,0.83
LPAR1,SL9A1,,3,0.83
CASQ2,RM20,,3,0.83
TMM 25,PCSK6,,3,0.83
TFG,ISK 5,,1,0.83
DPA1,CLUS,,3,0.83
PSA1,PSMG1,,3,0.88
TMM 25,AMD,,3,0.83
LEG3,S12A6,,3,0.83
TSN3,STX6,,3,0.83
PON2,MOXD1,,3,0.82
FUND2,FUND1,,3,0.83
SEPT3,DHB8,,3,0.83
PON2,LRIG1,,3,0.83
SCAR3,AT2B2,,3,0.82
NPM,SENP5,,3,0.83
PRR11,DDX24,,3,0.83
SHSA2,PGES2,,3,0.83
HAX1,KCC2B,,3,0.83
HAX1,KCC2A,,3,0.83
KTU,LASP1,LASP1,2,0.83
LIPH,DYRL1,,3,0.83
NUP62,NU214,,3,0.85
LEG3,MRC2,,3,0.83
"CXCR7,ACKR3",ATPA,,3,0.83
ERGI3,PARL,,3,0.83
B3GL1,AMY1,,3,0.83
B3GL1,AMY1,,3,0.83
B3GL1,AMY1,,3,0.83
NAC3,REEP4,,3,0.82
PP1A,RPC1,,3,0.95
LANC1,IPP,,3,0.83
SCAR3,ATR,ATR,2,0.83
SURF1,ACADV,,3,0.87
LPAR6,NU1M,,3,0.82
MYO1D,UBB,,3,0.83
RFPLB,ZMYM6,,3,0.83
IF4E,ANGE1,,3,0.83
NAAA,NRP2,,3,0.83
PNKD,VPS8,,3,0.82
DCTN2,DCTN5,,3,0.89
VTI1B,IF4A3,,3,0.82
RRP7A,DPYL3,,3,0.83
MD2BP,INP5K,,3,0.87
NRG1,ATP7B,,1,0.83
ECHM,HERC1,,3,0.83
CSK 22.00,XPC,XPC,2,0.82
CCNH,ERCC5,,3,0.83
SRPRB,CNEP1,,3,0.83
GDNF,ARMC8,,3,0.83
S39A4,VTI1B,,3,0.83
E2F8,TTC33,,3,0.82
CSPP1,KLH26,,3,0.82
ACTY,DCTN6,,3,0.83
DNLI3,JMJD4,,3,0.82
P20L1,MTA1,,3,0.82
CD27,CREL1,,3,0.82
B3GL1,LOXE3,,3,0.83
SGF29,TAD2B,,0,0.83
ARH,CHK1,,3,0.82
CR001,SMUF2,,3,0.83
BIRC8,HTRA2,,0,0.83
TNFA,DAG1,,3,0.83
RL10A,ZCHC7,,3,0.83
PINX1,FXR1,,3,0.82
RS2,PURB,,3,0.83
TMM 25,PEX6,,3,0.83
HECA2,ERO1B,,3,0.83
KTU,L1CAM,,3,0.83
HAX1,CALB2,,3,0.82
EPN3,SERA,,3,0.83
CI041,KCTD3,,3,0.83
DPA1,AT132,,3,0.83
BRE,CH3L1,,3,0.83
IL23A,RNF41,,3,0.83
PP1A,LRRC1,,3,0.83
SCPDL,ZZEF1,,3,0.82
HDAC7,ZMYM6,,3,0.83
ZC3H3,RT29,,0,0.83
DEFI6,DCXR,,3,0.83
WNT3A,2AAB,,3,0.83
APLF,H2AY,,0,0.83
NSL1,ZG16B,,3,0.82
WNT3A,2A5A,,3,0.83
WNT3A,2A5B,,3,0.83
WNT3A,2A5D,,3,0.83
WNT3A,2A5E,,3,0.83
MAGAA,NCOA2,NCOA2,2,0.83
DUS19,ACTA,,3,0.83
CDK2,"K0528,C2CD5",,3,0.83
TFG,HPHL1,,1,0.83
DUS19,ACTB,,3,0.87
ILF2,PUM2,,0,0.83
MAGAA,TADA3,,3,0.83
CX048,UBP4,,3,0.83
COR1A,COR1B,,3,0.83
ILF2,RRP8,,0,0.83
DPA1,B4GT5,,3,0.83
"F176C,EVA1C",SPTC2,,3,0.83
GDE1,FA84B,,3,0.83
F177A,PRP16,,3,0.82
TM171,MSPD2,,3,0.83
